部材ｺｰﾄﾞ,部材名,摘要,単位,数量,仕入値,売単価,価格3,価格4,部材符号,備考,調整値,小計ﾌﾗｸﾞ,端数処理,端数有効桁,工事種別,部屋区分,区分3,発注先区分,区分5,部材種類,明細表示ﾓｰﾄﾞ,合算名称,明細属性,構成ｺｰﾄﾞ,区分2補助,表示優先度,利益率,階層,区画ﾕﾆｰｸID,設備別区分
K06CAB422,木質床材貼（先行貼り　×６　タイプ）,【床暖房兼用】,㎡,4.6,470,610,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,内部床仕上材,,,2F,,WIC
QPE11512DYN,化粧巾木（幅木５型）,,本,1.9,960,1250,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,巾木,,,2F,,WIC
MSM21542,クロスＤＸ（調湿タイプ）①,,ｍ,22.5,530,690,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,内部壁仕上材,,,2F,,WIC
MSM17073,クロス下敷カットテープ,,ｍ,21.1,20,30,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,内部壁仕上材,,,2F,,WIC
MSM02359,クロス接着剤（無希釈）,,セット,0.2,2630,3420,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,内部壁仕上材,,,2F,,WIC
K14CA0038,壁クロス貼手間（下地共）,,㎡,18,340,450,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,内部壁仕上材,,,2F,,WIC
MSM21542,クロスＤＸ（調湿タイプ）①,,ｍ,5.6,530,690,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,内部天井仕上材,,,2F,,WIC
MSM17073,クロス下敷カットテープ,,ｍ,5.6,20,30,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,内部天井仕上材,,,2F,,WIC
MSM02359,クロス接着剤（無希釈）,,セット,0.1,2630,3420,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,内部天井仕上材,,,2F,,WIC
K14CA0037,天井クロス貼手間（下地共）,,㎡,4.6,530,690,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,内部天井仕上材,,,2F,,WIC
P-DSIC-37,巾木（スマート幅木）,,式,1,0,0,,,,,,,,0,0,,0,,内部仕上工事（小計）,,,,親,,内部天井仕上材,,,,,内部仕上工事（小計）
P-DSIC-38,巾木（スマート幅木）,,ｍ,1.7,207,270,,,,,,,,0,0,,0,,内部仕上工事（小計）,,,,子,,内部天井仕上材,,,,,内部仕上工事（小計）
P-DSIC-39,売値100調整,,式,1,0,41,,,,,,,,0,0,,0,,内部仕上工事（小計）,,,,子,,内部天井仕上材,,,,,内部仕上工事（小計）
N001KB200528,［エアロハス］２階建用換気経路　１ヶ所当たり,2005展開,ケ所,1,132921,120000,,,,,,,切り上げ,0.1,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
N001KB190102,［エアロハス］ＬＡＮ配線工事,,セット,1,1770,2300,,,,,,,切り上げ,0.1,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
N001KB220103,［エアロハス］階間ダクト＋吹出口（５分岐用）,2201展開,式,1,135100,190000,,,,,,,切り上げ,0.1,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AHS230112,［エアロハス］階間気密対応　２・３階外壁外周長 　ＨＳ２Ｇ,,ｍ,30.6,247,320,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
U012HS230101,［エアロハス］階間気密対応　２・３階外壁外周長　ＨＳ請負,,ｍ,30.6,244,320,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AHS230113,［エアロハス］階間気密対応　一棟一式　ＨＳ２Ｇ,,式,1,1700,2210,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
N001KB230106,［エアロハス］空調ユニット（２・３階建）　１ヶ所当たり,2301展開,ケ所,1,1457360,1420000,,,,,,,切り上げ,0.1,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AHS211005,［エアロハス］遮音間仕切　１ｍ当り＜差額＞　ＨＳ２Ｇ,,ｍ,3,2550,3320,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
N001KB220109,［エアロハス］小屋裏ダクト＋吹出口（５分岐用）,2201展開,式,1,177800,230000,,,,,,,切り上げ,0.1,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AHS230703,［エアロハス］部分平屋　階間気密対応　ＨＳ２Ｇ,,ｍ,11.8,1093,1420,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
GENA9119850,［工事費］換気ダクト工事,,ｍ,7,4004,5200,,,,※現調版コストガイド価格（西部版）,,,,0,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
P-DSIC-25,＜ﾏﾅｯｸｽ＞送料,見積あり　11/10,式,1,15000,19500,,,,,,,,0,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1ARA040180,１－１５ふかし壁長さ（調湿石膏ボード１枚貼）　Ｒ２Ｇ,,ｍ,2.5,2100,2730,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0810,１階床パネル長辺側接着剤塗布,,㎡,51.4,30,40,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB673,１階床下気密処理工事,,ケ所,9,70,90,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y028,１階床下地取付,座彫加工下地材設定により単価変更,㎡,51.4,510,670,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AHS620004,１階床束+大引先組み　ＺＰＮ００１,,㎡,51.4,130,170,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K15CA0432,１階床電線貫通部　気密処理,2101気密性能向上対応,式,1,500,650,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K15CA0121,２階・３階床穴あけ,制振シート敷,ケ所,1,690,900,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0815,ＡＬＣ床下地（プレカット2F）,,㎡,50.4,190,250,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0787,ＡＬＣ床目板取付（内部大工）,,㎡,51.4,10,20,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB660,エアコン下地合板取付,,ケ所,3,280,370,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K80CA0016,エアロハスのＡｉＳＥＧ設定作業,,ケ所,1,2000,2600,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0845,エアロハス階間気密対策工事,,ｍ,11.8,320,420,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0892,エアロハス気密施工（階間追加）,,ｍ,11.8,200,260,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0891,エアロハス気密施工（外壁際）,,ｍ,19,200,260,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0893,エアロハス気密施工（床・柱部）,,式,1,1380,1800,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0834,エアロハス遮音間仕切パネル組立,,ｍ,3,1380,1800,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K15CA0411,エアロハス配線引込工事,,式,1,1750,2280,,,,エアロハス用,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0727,エアロハス木床Ｐ目板設置工事,,ケ所,1,740,970,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
N001KB740008,カーテン房掛下地　１窓当たり,,ケ所,4,452,590,,,,,,,切り上げ,0.1,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K14CA0022,クロス下地アングル取付（天井際）,0910クロス下地見直し,ｍ,63,50,70,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K14CA0023,クロス下地アングル取付（壁入隅）,0910クロス下地見直し,㎡,109.7,20,30,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA280020,クロス下地材（入隅用）　延床面積１㎡当り　ＦＲ共通Ｇ,0901新施工法対応,㎡,109.7,99,130,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA310010,クロス下地材（入隅用）　外壁周囲１ｍ当り　ＦＲ共通Ｇ,0910クロス下地見直し,ｍ,63,83,110,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AHS010106,クロス用コーク材一式　ＨＳ２Ｇ,,式,1,1050,1370,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AHS620046,サッシ障子先組み　ＺＰＮ００３,,ケ所,3,80,110,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA181002,タイル見切長さ（化粧シート）,,ｍ,6.9,2754,3580,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K07CA0033,タタミコーナー下地材,,㎡,5.1,3630,4720,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0210,タタミコーナー下地組立,,㎡,5.1,1470,1910,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA220150,タタミコーナー框長さ,,ｍ,5.4,4002,5200,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0483,ナイスステージ,,セット,2,1200,1560,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06AA612,パイプスペース組立,,ケ所,2,2050,2670,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y067,引違ガラス障子建込調整費,,ケ所,3,100,130,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0398,引戸戸袋施工,,ｍ,6,2040,2650,,,,片引戸袋の長さ,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA201001,押入化粧石膏ボード見切材　１㎡当り,,㎡,2.9,549,720,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA750010,開口枠固定ビス・クロス下地材　Ｆ・ＨＳ共通Ｇ,,式,1,1320,1720,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA300020,階段室（最下階）調整１㎡当り　ＦＲ共通Ｇ,0901新施工法対応,㎡,1.2,4259,5540,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K14CA0039,外壁クロスパテ追加（耐火１・２,外壁クロス貼り部,㎡,125.9,20,30,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06AJ625,外壁石膏ボード貼（１・２階）,パーティクルボード１５ｍｍ増貼,㎡,5.9,290,380,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y0221F,外壁石膏ボード貼（一般）,,㎡,69.3,260,340,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y0222F,外壁石膏ボード貼（一般）,,㎡,64.3,260,340,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K15CA0257,角穴カッター,,セット,1,1000,1300,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0811,間仕切スタッド設置（クロス切）,,ｍ,47.1,50,70,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA200102,間仕切りスタッド変更＜差額＞（２０２０年１月）,,ケ所,17,255,340,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA210403,間仕切り上部固定下地変更＜差額＞（２０２１年４月）,,ｍ,38.5,126,170,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AHS200103,間仕切ー外壁　補強合板追加＜差額＞（２０２０年１月）,,ケ所,12,1140,1480,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
N001KB180406,基礎給気口セット　１ヶ所当たり,,ケ所,1,8670,11260,,,,,,,切り上げ,0.1,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y063,基礎断熱材設置工事（内部工事）,,ｍ,32.4,80,110,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA210101,気密テープ　Ｆ・ＨＳ共通Ｇ,,式,1,1700,2210,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
GENA5519160,［工事費］Ｒ付垂れ壁クロス巻き（差額）,/Ｐ,Ｐ,1,10010,13000,,,,※現調版コストガイド価格,,,,0,0,,0,,内部共通工事（小計）,,,,子,,内部共通工事,,,,,内部共通工事（小計）
P-DSIC-20,5.LD壁掛けTV裏　腰壁ふかし　※概算,,式,1,4000,5200,,,,,,,,0,0,,0,,内部共通工事（小計）,,,,子,,内部共通工事,,,,,内部共通工事（小計）
N001KG490090,気密テープ(間仕切耐力・換気システム)一式　ＨＳ２Ｇ,,式,1,1160,1510,,,,,,,切り上げ,0.1,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y030,気密用テープ貼り工事,2101気密性能向上対応,ｍ,10.4,70,90,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y030,気密用テープ貼り工事,床・窓気密テープ、土間ブチルテープ、コーナーテープ,ｍ,4.6,70,90,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AHS010060,軽鉄間仕切　１２５ふかし壁１ｍ当り　ＨＳ２Ｇ,,ｍ,12.7,1460,1900,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA700080,軽鉄間仕切　１２５ふかし壁部垂壁１ｍ当り　Ｆ・ＨＳ共通Ｇ,,ｍ,4.6,639,830,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
N001KB190405,軽鉄間仕切　１３３以上ふかし壁（ダブルスタッド）１ｍ当り　Ｆ・ＨＳ共通Ｇ,,ｍ,5.8,2685,3490,,,,,,,切り上げ,0.1,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
N001KB700050,軽鉄間仕切　１３３以上ふかし壁部垂壁１ｍ当り　Ｆ・ＨＳ共通Ｇ,1405仕様,ｍ,1.7,1351,1760,,,,,,,切り上げ,0.1,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA280040,軽鉄間仕切　１ｍ当り　ＦＲ共通Ｇ,0901新施工法対応,ｍ,38.5,5024,6530,,,,調湿仕様,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA700070,軽鉄間仕切　ふかし壁部開口１箇所当り　Ｆ・ＨＳ共通Ｇ,1405仕様,ケ所,8,2730,3550,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA700050,軽鉄間仕切　開口枠下地１ヶ所当り　Ｆ・ＨＳ共通Ｇ,1405仕様,ケ所,12,560,730,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
N001KB700120,軽鉄間仕切　階段・玄関・収納・洗面・トイレ下地　区画１ヶ所当たり　Ｆ・ＨＳ共通Ｇ,1408仕様,ケ所,10,1278,1660,,,,,,,切り上げ,0.1,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA230703,軽鉄間仕切　階段手摺壁１ｍ当り　ＦＲ共通Ｇ,,ｍ,2.7,9452,12280,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA280070,軽鉄間仕切　階段手摺壁１ｍ当り　ＦＲ共通Ｇ,0901新施工法対応,ｍ,2.9,5168,6720,,,,調湿仕様,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AHS220104,軽鉄間仕切　遮音間仕切（エアロハス用）１Ｐ当り＜差額＞　ＨＳ２Ｇ,,Ｐ,3.3,19548,25390,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA280050,軽鉄間仕切　垂壁１ｍ当り　６尺・７尺　ＦＲ共通Ｇ,0901新施工法対応,ｍ,2.4,1599,2080,,,,調湿仕様,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA280060,軽鉄間仕切　垂壁化粧枠　垂壁１ｍ当り　ＦＲ共通Ｇ,0901新施工法対応,ｍ,0.8,10323,13410,,,,調湿仕様,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
N001KB210403,軽鉄間仕切　耐力壁１ヶ所当り　ＨＳ２Ｇ,,ケ所,2,10730,13940,,,,調湿仕様,,,切り上げ,0.1,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y0261F,軽鉄間仕切組立（一般部１Ｆ）,,ｍ,21.6,970,1260,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y0262F,軽鉄間仕切組立（一般部２Ｆ）,,ｍ,22.3,970,1260,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y0271F,軽鉄間仕切組立（垂壁部１Ｆ）,,ｍ,1.5,1000,1300,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y0272F,軽鉄間仕切組立（垂壁部２Ｆ）,,ｍ,0.9,1000,1300,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0817,軽鉄天井下地（1F）＠300,,㎡,53.4,300,390,,,,野縁＠300,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0818,軽鉄天井下地（2F）＠300,,㎡,53.5,300,390,,,,野縁＠300,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y0021F,玄関上り框・タイル見切（1F）,,ｍ,8.4,2960,3850,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y033,最上階直下内装Ｐ上断熱材取付,最上階,ｍ,37.8,50,70,,,,最上階外壁長さ,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
N001KB230101,自然給気口（ＨＳ戸建）　１ヶ所当たり,,ケ所,1,11950,15520,,,,,,,切り上げ,0.1,0,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K20CAX0035,室外機日除け、吹出グリル取付,,式,1,32200,41820,,,,エアロハス用,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AHS010101,室内幕板（クロス下地）長さ　　ＨＳ２Ｇ,,ｍ,8.4,1461,1900,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y0112F,室内幕板下地（2F床面）,,ｍ,8.4,1650,2150,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1ARA280040,手摺壁補強柱１箇所当り　Ｒ２Ｇ,0901新施工法対応,ケ所,1,4000,5200,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06AJ634,手摺壁補強柱取付,,ケ所,1,1790,2330,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AHS180402,床材養生シ－ト　ＨＳ２Ｇ,,㎡,109.7,150,200,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA181001,上がり框長さ（化粧シート）,,ｍ,1.5,4080,5300,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
P-DSIC-21,金額調整,,式,1,0,-100000,,,,,,,,0,0,,0,,内部共通工事（小計）,,,,子,,内部共通工事,,,,,内部共通工事（小計）
K01CA0060,床養生費,,㎡,109.7,110,150,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K15CA0415,床梁スリーブ孔補修工事費,,式,1,1000,1300,,,,エアロハス用,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K07CA0074,上吊建具天井補強木材１階,,ｍ,5.7,490,640,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0766,上吊天井補強（補強材）（１Ｆ）,,ｍ,0.8,990,1290,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0767,上吊天井補強（補強材）（２Ｆ）,,ｍ,5,990,1290,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AKA210401,上吊天井補強材（２Ｐ以内）,,ｍ,5.8,1884,2450,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
KV08Y077,吹抜部 仮床解体,,ケ所,1,700,910,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06CAB0855,石膏目地補強合板取付け工事,,㎡,30.2,130,170,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
K06AJ688,増壁見切縁取付,建具周囲部,ケ所,2,690,900,,,,,,,切り上げ,0.1,2,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
1AHS210105,天井野縁ランナー　外壁外周長さ,,ｍ,30.6,185,240,,,,,,,切り上げ,0.1,1,,0,,内部共通工事（小計）,,,,,,内部共通工事,,,,,内部共通工事（小計）
